Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-03-17,27.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-03-17,20.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-03-17,22.5,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-04-14,41.7,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-04-14,26.7,Moderate
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-04-14,23.5,Mild
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-04-14,19.9,Mild
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-04-14,16.2,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-04-14,11.9,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2021-04-14,13.5,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-04-14,45.0,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-04-14,33.5,High
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-04-14,30.4,High
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-04-14,24.3,Mild
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-04-14,18.6,Mild
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-04-14,14.3,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-04-14,13.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-04-14,52.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-04-14,38.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-04-14,34.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-04-14,28.8,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-04-14,22.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-04-14,17.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-04-14,17.9,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-04-28,36.9,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-04-28,26.1,Moderate
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-04-28,21.4,Mild
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-04-28,20.6,Mild
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-04-28,16.3,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-04-28,11.7,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2021-04-28,12.6,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-04-28,43.0,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-04-28,31.9,High
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-04-28,27.6,Moderate
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-04-28,25.6,Moderate
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-04-28,18.7,Mild
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-04-28,13.0,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-04-28,16.0,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-04-28,49.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-04-28,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-04-28,31.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-04-28,29.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-04-28,22.5,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-04-28,16.5,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-04-28,18.6,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-05-12,34.6,High
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-05-12,25.8,Moderate
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-05-12,22.7,Mild
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-05-12,19.6,Mild
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-05-12,15.7,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-05-12,12.1,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2021-05-12,10.2,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-05-12,39.5,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-05-12,32.8,High
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-05-12,27.6,Moderate
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-05-12,24.2,Mild
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-05-12,18.4,Mild
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-05-12,12.1,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-05-12,11.8,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-05-12,45.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-05-12,37.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-05-12,32.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-05-12,28.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-05-12,21.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-05-12,16.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-05-12,14.0,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-05-26,33.4,High
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-05-26,25.2,Moderate
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-05-26,22.6,Mild
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-05-26,19.4,Mild
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-05-26,14.7,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-05-26,11.4,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2021-05-26,8.2,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-05-26,38.1,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-05-26,31.4,High
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-05-26,28.6,Moderate
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-05-26,24.5,Mild
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-05-26,17.5,Mild
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-05-26,12.8,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-05-26,11.0,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-05-26,43.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-05-26,36.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-05-26,32.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-05-26,27.8,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-05-26,21.5,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-05-26,16.3,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-05-26,13.4,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-06-09,36.0,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-06-09,25.4,Moderate
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-06-09,23.2,Mild
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-06-09,19.5,Mild
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-06-09,16.0,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-06-09,10.7,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2021-06-09,6.4,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-06-09,38.6,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-06-09,32.3,High
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-06-09,29.6,Moderate
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-06-09,24.9,Moderate
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-06-09,18.9,Mild
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-06-09,13.1,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-06-09,7.6,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-06-09,45.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-06-09,37.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-06-09,33.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-06-09,28.8,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-06-09,22.7,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-06-09,16.3,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-06-09,9.7,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-06-23,37.3,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-06-23,24.4,Mild
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-06-23,21.8,Mild
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-06-23,18.9,Mild
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-06-23,14.2,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-06-23,10.3,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2021-06-23,11.4,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-06-23,39.3,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-06-23,30.2,High
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-06-23,27.7,Moderate
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-06-23,22.9,Mild
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-06-23,16.7,Mild
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-06-23,11.4,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-06-23,11.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-06-23,46.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-06-23,34.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-06-23,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-06-23,27.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-06-23,20.4,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-06-23,14.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-06-23,14.8,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-07-21,38.6,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-07-21,26.7,Moderate
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-07-21,22.5,Mild
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-07-21,18.6,Mild
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-07-21,15.3,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-07-21,11.1,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2021-07-21,13.2,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-07-21,44.8,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-07-21,34.0,High
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-07-21,29.2,Moderate
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-07-21,23.7,Mild
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-07-21,18.0,Mild
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-07-21,11.5,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-07-21,13.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-07-21,51.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-07-21,38.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-07-21,32.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-07-21,27.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-07-21,22.1,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-07-21,15.4,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-07-21,17.1,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-08-04,33.2,High
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-08-04,26.7,Moderate
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-08-04,22.8,Mild
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-08-04,19.6,Mild
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-08-04,14.6,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-08-04,10.3,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2021-08-04,11.4,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-08-04,39.4,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-08-04,36.3,Extreme
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-08-04,28.3,Moderate
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-08-04,24.7,Mild
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-08-04,17.3,Mild
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-08-04,12.1,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-08-04,12.8,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-08-04,45.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-08-04,40.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-08-04,32.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-08-04,28.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-08-04,21.0,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-08-04,15.4,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-08-04,16.1,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-08-18,36.7,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-08-18,28.1,Moderate
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-08-18,22.9,Mild
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-08-18,20.8,Mild
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-08-18,16.0,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-08-18,10.9,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2021-08-18,9.8,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-08-18,39.9,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-08-18,36.2,Extreme
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-08-18,31.3,High
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-08-18,27.1,Moderate
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-08-18,18.4,Mild
